"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\form_handler.dart", "Dart", 34, 0, 6, 40
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\alternative_action.dart", "Dart", 80, 0, 8, 88
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\authentication_button.dart", "Dart", 43, 0, 2, 45
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\authentication_form.dart", "Dart", 34, 0, 6, 40
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\custom_text_field.dart", "Dart", 82, 0, 9, 91
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\error_dialog.dart", "Dart", 38, 0, 2, 40
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\gym_diary_logo.dart", "Dart", 12, 0, 2, 14
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\logo_section.dart", "Dart", 19, 0, 2, 21
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\short_description.dart", "Dart", 48, 0, 6, 54
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\social_icons_field.dart", "Dart", 30, 0, 2, 32
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\home_page.dart", "Dart", 111, 0, 13, 124
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\progress_tracker.dart", "Dart", 66, 0, 7, 73
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\recent_training_sessions-display.dart", "Dart", 179, 0, 17, 196
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\recent_workouts_header.dart", "Dart", 76, 0, 8, 84
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\user-training-routines.dart", "Dart", 74, 0, 10, 84
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\user_training_routines.dart", "Dart", 74, 0, 10, 84
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\user_welcome_panel.dart", "Dart", 100, 0, 11, 111
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\workout_count.dart", "Dart", 71, 1, 7, 79
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\navi_bar\navigation_bottom_bar.dart", "Dart", 111, 0, 13, 124
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\progress_tracker.dart", "Dart", 0, 48, 5, 53
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\widgets\action_buttons-row.dart", "Dart", 23, 0, 4, 27
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\widgets\progress_chart.dart", "Dart", 136, 7, 19, 162
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\widgets\progress_log_list.dart", "Dart", 21, 0, 4, 25
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\settings_page.dart", "Dart", 55, 0, 6, 61
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\account_view.dart", "Dart", 44, 0, 2, 46
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\notifications_view.dart", "Dart", 43, 0, 2, 45
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\payments_view.dart", "Dart", 29, 0, 2, 31
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\profile_view.dart", "Dart", 53, 0, 3, 56
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\change_avatar_page.dart", "Dart", 26, 0, 2, 28
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\change_email_page.dart", "Dart", 27, 0, 3, 30
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\change_password_page.dart", "Dart", 28, 0, 3, 31
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\delete_account_page.dart", "Dart", 26, 0, 2, 28
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\edit_username_page.dart", "Dart", 27, 0, 3, 30
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\widgets\profile_options_tile.dart", "Dart", 26, 0, 4, 30
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\security_view.dart", "Dart", 40, 0, 2, 42
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\about_page.dart", "Dart", 26, 0, 2, 28
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\apperance_page.dart", "Dart", 49, 0, 3, 52
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\help_support_page.dart", "Dart", 109, 0, 8, 117
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\logout_page.dart", "Dart", 66, 0, 4, 70
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\privacy_page.dart", "Dart", 53, 0, 2, 55
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\settings_view.dart", "Dart", 51, 0, 2, 53
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\widgets\custom_header.dart", "Dart", 48, 0, 3, 51
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\widgets\menu_button.dart", "Dart", 42, 0, 4, 46
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\widgets\menu_switch.dart", "Dart", 35, 0, 4, 39
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\widgets\settings_tile.dart", "Dart", 29, 0, 3, 32
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator\training_routine_creator_page.dart", "Dart", 74, 0, 7, 81
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator\widgets\add_exercise_button.dart", "Dart", 104, 0, 12, 116
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator\widgets\back_button.dart", "Dart", 23, 0, 4, 27
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator\widgets\dismissible_exercise.dart", "Dart", 206, 0, 19, 225
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator\widgets\dismissible_routine_form.dart", "Dart", 202, 0, 15, 217
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator\widgets\submit_button.dart", "Dart", 146, 0, 19, 165
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_page.dart", "Dart", 78, 0, 4, 82
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\widgets\back_to_home_button.dart", "Dart", 43, 0, 4, 47
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\widgets\create_routine_button.dart", "Dart", 64, 0, 7, 71
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\widgets\training_routine_card.dart", "Dart", 101, 0, 11, 112
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\widgets\training_routine_detail_dialog.dart", "Dart", 139, 0, 4, 143
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\exercise_controllers.dart", "Dart", 70, 0, 14, 84
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\training_session_creator_page.dart", "Dart", 103, 1, 11, 115
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\exercise_card_builder.dart", "Dart", 130, 0, 9, 139
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\exercise_set_row.dart", "Dart", 116, 0, 7, 123
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\finish_workout_button.dart", "Dart", 63, 0, 4, 67
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\routine-name-displayer.dart", "Dart", 32, 0, 5, 37
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\routine_exercises_displayer.dart", "Dart", 137, 0, 20, 157
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\timer-display-widget.dart", "Dart", 40, 0, 4, 44
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\timer_displayer.dart", "Dart", 40, 0, 4, 44
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets\workout_summary.dart", "Dart", 113, 0, 8, 121
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_details\training_session_logs_page.dart", "Dart", 84, 0, 7, 91
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_details\widgets\back_button.dart", "Dart", 44, 0, 2, 46
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_details\widgets\training_log_card.dart", "Dart", 109, 0, 11, 120
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_details\widgets\training_log_list.dart", "Dart", 31, 0, 9, 40
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\user_profile\user_profile_page.dart", "Dart", 9, 0, 2, 11
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\user-profile-screen\user-profile-screen.dart", "Dart", -9, 0, -2, -11
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\utills\global_variables.dart", "Dart", 0, 1, 0, 1
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\utills\page_route_animator.dart", "Dart", 18, 0, 3, 21
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\utills\time-provider.dart", "Dart", -22, 0, -6, -28
"c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\utills\time_provider.dart", "Dart", 22, 0, 6, 28
"Total", "-", 2126, 55, 287, 2468
